date,season,avgTemp,minTemp,maxTemp,rainfall,interest,cost
20170716,소서,26.7,23.7,30.4,25.1,1.25,null
20170717,소서,26.4,23.4,30.6,6.2,1.25,3414
20170718,소서,26,23.1,30,3.4,1.25,3709
20170719,소서,27.4,23.5,32.8,0,1.25,3879
20170720,소서,28.4,23.8,33.6,0,1.25,4052
20170721,소서,29.4,25.5,34.1,0.7,1.25,4217
20170722,소서,27.8,24.8,32.2,4.6,1.25,null
20170723,소서,26.8,24.4,29.5,13.2,1.25,null
20170724,소서,27.1,24.9,31.2,10,1.25,4381
20170725,소서,26.8,23.9,31,10.7,1.25,4891
20170726,소서,26,21.7,30.8,0,1.25,5055
20170727,소서,25.5,20.4,31.1,0.3,1.25,5376
20170728,소서,26,22.2,30.2,11.3,1.25,5293
20170729,소서,25.4,23.4,28.5,7.4,1.25,null
20170730,소서,26.1,23,30.6,0.8,1.25,null
20170731,소서,24.8,23.1,27,19.9,1.25,5274
20170801,대서,26.6,22.9,31.9,2.2,1.25,5481
20170802,대서,27.2,23.8,32,0.4,1.25,5409
20170803,대서,27.2,23.1,31.9,0,1.25,5438
20170804,대서,28.5,23.5,33.9,0,1.25,5401
20170805,대서,29.6,24.7,35.1,0.6,1.25,null
20170806,대서,29.4,25.1,34.8,1.7,1.25,null
20170807,대서,28.5,24.8,33.8,1.6,1.25,5478
20170808,입추,27.4,23.5,32.3,0.4,1.25,5420
20170809,입추,25.6,23.5,28.4,11.6,1.25,5329
20170810,입추,25.6,23.4,29.1,15.7,1.25,5273
20170811,입추,25.8,22.3,31.2,8.8,1.25,5426
20170812,입추,25.6,21.8,30.3,0.8,1.25,null
20170813,입추,24.1,21.4,26.8,3.1,1.25,null
20170814,입추,22.9,21.4,25.1,42.9,1.25,5450
20170815,입추,23.2,21.6,25.2,29.1,1.25,null
20170816,입추,24.6,22,28.3,6.4,1.25,5781
20170817,입추,24.5,21.8,28.7,5.3,1.25,5924
20170818,입추,25,21.7,29.9,6,1.25,6024
20170819,입추,24.9,21.9,29.1,8.1,1.25,null
20170820,입추,24.7,22.7,27.8,24.6,1.25,null
20170821,입추,25.4,23,29.4,26,1.25,6535
20170822,입추,26.7,23.4,31.6,8.2,1.25,6576
20170823,입추,27.8,24.4,32,10.6,1.25,6677
20170824,입추,28,24.7,31.6,14.4,1.25,6743
20170825,입추,25.9,21.2,31.3,3,1.25,6600
20170826,입추,23.2,17.9,29.6,0,1.25,null
20170827,입추,22.4,16.6,28.6,0,1.25,null
20170828,입추,23.7,18.3,28.8,8.4,1.25,6768
20170829,입추,22.3,18.2,26.9,1.1,1.25,6800
20170830,입추,19.7,16.6,24,0,1.25,6868
20170831,입추,21.1,15.5,27.3,0,1.25,6875
20170901,처서,21.3,16,27.6,0,1.25,6958
20170902,처서,20.7,15.3,26.5,0,1.25,null
20170903,처서,21.3,15.3,27.8,0,1.25,null
20170904,처서,21.9,17,27.7,0,1.25,7125
20170905,처서,20.7,18.1,23.4,1.6,1.25,6741
20170906,처서,20.9,18.5,23.9,15.4,1.25,6928
20170907,처서,21.4,17.8,26.9,1.2,1.25,6775
20170908,백로,22.4,17.7,28.8,0,1.25,6770
20170909,백로,22.2,17.4,28.8,0,1.25,null
20170910,백로,22.4,18,27.4,0.2,1.25,null
20170911,백로,20.6,18.2,23.6,46.6,1.25,6740
20170912,백로,21.8,17.1,27.8,0,1.25,6804
20170913,백로,20.1,14.4,27.2,0,1.25,6686
20170914,백로,20.3,13.6,27.2,0,1.25,6655
20170915,백로,20.6,16.5,25.3,0,1.25,6472
20170916,백로,20.5,16.1,24.8,0.1,1.25,null
20170917,백로,21.1,17,26.1,1.8,1.25,null
20170918,백로,20.7,15.2,27.2,0,1.25,6423
20170919,백로,21.9,16.5,27.3,3.5,1.25,6316
20170920,백로,19.7,14,24.5,0.4,1.25,6288
20170921,백로,18.2,11.8,25.7,0,1.25,6281
20170922,백로,19.3,14,26.5,0,1.25,6209
20170923,백로,19.9,14.9,26.3,0,1.25,null
20170924,백로,21.1,16,27.6,0,1.25,null
20170925,백로,21.8,16.9,28.5,0,1.25,6174
20170926,백로,22.3,16.9,28.3,0,1.25,6190
20170927,백로,19.4,17.3,22.6,21,1.25,6184
20170928,백로,19.7,15,25.1,0.2,1.25,6026
20170929,백로,15.8,10.3,21.8,0,1.25,5969
20170930,백로,17.3,9.9,25.9,0,1.25,null
20171001,추분,16.6,12.9,20.3,21.2,1.25,null
20171002,추분,19.9,16.5,24.6,15,1.25,null
20171003,추분,18.1,14.9,23.1,0.6,1.25,null
20171004,추분,17.1,13,22.3,0.1,1.25,null
20171005,추분,16.8,13,21,1.1,1.25,null
20171006,추분,16.5,13.9,19,8.4,1.25,null
20171007,추분,19.4,15.9,24.6,0.1,1.25,null
20171008,추분,20.4,16.3,26.5,0,1.25,null
20171009,한로,20.9,16.4,27.1,0,1.25,null
20171010,한로,20.9,16.8,26.6,1.5,1.25,5754
20171011,한로,17.7,14.6,21.8,6.3,1.25,5403
20171012,한로,13.1,10.6,15.5,9.3,1.25,4986
20171013,한로,13,7.7,19.2,0,1.25,4638
20171014,한로,14.1,8.9,20.3,0,1.25,null
20171015,한로,14.7,10,19.4,0.8,1.25,null
20171016,한로,15.5,12.1,20.2,0,1.25,4286
20171017,한로,15.1,9.7,21.6,0,1.25,3980
20171018,한로,15.6,13,18.7,0.3,1.25,3792
20171019,한로,15.3,11.3,20.5,0.5,1.25,3398
20171020,한로,15.2,10.1,22.4,0,1.25,3243
20171021,한로,15.1,9.4,22.6,0,1.25,null
20171022,한로,15.5,9.4,21.7,0.1,1.25,null
20171023,한로,12.9,8,18.6,0,1.25,3140
20171024,한로,11.7,7.3,18.5,0.1,1.25,3104
20171025,한로,11.7,6,19.8,0,1.25,3094
20171026,한로,12.7,6.9,19.5,0,1.25,2974
20171027,한로,14.4,9.6,21.5,0,1.25,3061
20171028,한로,15.3,9.2,22.1,0,1.25,null
20171029,한로,12.8,7.6,19.4,1.9,1.25,null
20171030,한로,7.9,2.9,14.1,0,1.25,2809
20171031,한로,8.8,1,17.5,0,1.25,2754
20171101,상강,12.2,6,18.5,0,1.25,2643
20171102,상강,13.4,9,19.3,0.1,1.25,2680
20171103,상강,12.1,7.1,18.4,1.3,1.25,2587
20171104,상강,8.1,3.6,13.8,1.3,1.25,null
20171105,상강,7.6,1.4,15.7,0,1.25,null
20171106,상강,9.6,2.6,18,0,1.25,2640
20171107,상강,13.5,6.4,19.8,0.1,1.25,2625
20171108,입동,14.1,7.5,19.6,0,1.25,2624
20171109,입동,9.2,2.8,17.6,0,1.25,2576
20171110,입동,11.5,4.3,19.4,2,1.25,2597
20171111,입동,6.7,1.7,12.1,0,1.25,null
20171112,입동,5.6,-0.6,13.6,0,1.25,null
20171113,입동,8.2,1.2,14.4,0.4,1.25,2621
20171114,입동,9.2,4.1,14.4,0,1.25,2646
20171115,입동,5.5,1.2,10.3,0,1.25,2591
20171116,입동,3.1,-1.6,9.3,0,1.25,2414
20171117,입동,5.1,-2,10.4,0.2,1.25,2384
20171118,입동,2,-2.1,7.6,0,1.25,null
20171119,입동,0.8,-4.1,5.5,0,1.25,null
20171120,입동,3.1,-1.5,8.3,0,1.25,2445
20171121,입동,2.9,-2.7,10.2,0,1.25,2461
20171122,입동,5.3,0.1,10.7,0.5,1.25,2434
20171123,입동,2.3,-2,6.7,0.6,1.25,2599
20171124,입동,1.9,-2.1,6.5,1.3,1.25,2622
20171125,입동,4,-3.4,10.4,3.3,1.25,null
20171126,입동,6.3,0.8,12.4,1.3,1.25,null
20171127,입동,3.9,-1.8,11.6,0,1.25,2686
20171128,입동,7.3,0.7,14.4,0,1.25,2708
20171129,입동,7.5,3.1,12.2,0,1.25,2727
20171130,입동,2.1,-1.9,6.6,0,1.50,2727
20171201,소설,-0.6,-5.2,4.8,0,1.50,null
20171202,소설,1.3,-4.9,8.1,0,1.50,null
20171203,소설,4.4,-1.7,11,0.5,1.50,null
20171204,소설,2.2,-2.6,6.9,0.2,1.50,2677
20171205,소설,-2.3,-6,1.9,0.2,1.50,2670
20171206,소설,0.6,-5.2,6.7,0.9,1.50,2657
20171207,대설,2.6,-1.9,7.6,0.9,1.50,2653
20171208,대설,-1.3,-4.3,2.4,0.2,1.50,2688
20171209,대설,0.7,-4.5,6.2,0,1.50,null
20171210,대설,3.5,-1.1,8.9,2.2,1.50,null
20171211,대설,-3,-6.7,1.7,0.2,1.50,2637
20171212,대설,-6,-9.7,-1.7,0,1.50,2637
20171213,대설,-5.2,-9.6,0.4,0,1.50,2637
20171214,대설,-4,-10.5,2.8,0,1.50,2635
20171215,대설,-0.8,-7.2,4.7,0,1.50,2635
20171216,대설,-1.7,-5.6,2.1,0.2,1.50,null
20171217,대설,-4.4,-9,0.3,0.1,1.50,null
20171218,대설,-0.2,-7.3,5.7,0.3,1.50,2743
20171219,대설,-1.3,-5.9,3.4,0.1,1.50,2765
20171220,대설,-1.5,-7.8,4.7,0.7,1.50,2788
20171221,대설,-0.1,-4.8,5.8,0,1.50,2788
20171222,대설,1.7,-4.3,8.5,0,1.50,2800
20171223,대설,3.9,-1.1,11,0,1.50,null
20171224,대설,4.3,1.3,8.1,14.2,1.50,null
20171225,대설,0.2,-2.7,3.5,0,1.50,null
20171226,대설,-0.6,-4.9,4.1,0.1,1.50,2823
20171227,대설,-3.9,-8,0.7,0,1.50,2865
20171228,대설,-1.5,-6.9,3.7,0,1.50,2884
20171229,대설,2.9,-2.1,8,0,1.50,2901
20171230,대설,2.9,-1.6,7.1,0.6,1.50,null
20171231,대설,2.1,-2,5.8,0.4,1.50,null
20180101,동지,-0.4,-4.9,5.2,0,1.50,null
20180102,동지,0.2,-5.3,5.8,0,1.50,2905
20180103,동지,-1.6,-5.3,2.8,0,1.50,2927
20180104,동지,-1.7,-5.6,2.3,0,1.50,2940
20180105,동지,-0.1,-3.4,4.7,0,1.50,2960
20180106,소한,-0.7,-5.4,5.5,0,1.50,null
20180107,소한,-0.3,-6.5,4.4,0.5,1.50,null
20180108,소한,2.3,0.1,4.8,2.4,1.50,3024
20180109,소한,-1.3,-3.4,1.5,1.4,1.50,2967
20180110,소한,-4.5,-8.1,-0.7,2.2,1.50,2952
20180111,소한,-8.2,-11.3,-4.3,0.8,1.50,2961
20180112,소한,-8.5,-13.4,-3.7,0,1.50,2981
20180113,소한,-3.1,-8.8,3.1,0.1,1.50,null
20180114,소한,-0.3,-7,6.7,0,1.50,null
20180115,소한,4.4,-0.9,10.8,0,1.50,3053
20180116,소한,3.8,-0.8,8.2,7,1.50,3071
20180117,소한,4.3,1.7,7.8,5,1.50,3076
20180118,소한,3.7,0.1,7.8,0,1.50,3055
20180119,소한,1.3,-3,7.3,0,1.50,3069
20180120,소한,1.2,-4.1,7.7,0,1.50,null
20180121,소한,1.2,-3.9,7.5,0,1.50,null
20180122,소한,2.9,-0.6,7.6,1.2,1.50,3083
20180123,소한,-6.4,-10,0.7,0,1.50,3179
20180124,소한,-10.4,-13.4,-6.5,0,1.50,3155
20180125,소한,-9.9,-13.9,-5.1,0,1.50,3115
20180126,소한,-10.4,-14.2,-5.4,0,1.50,3115
20180127,소한,-7,-14.6,0.4,0,1.50,null
20180128,소한,-2.7,-5.8,1.8,0,1.50,null
20180129,소한,-5.9,-9.3,-1.7,0.1,1.50,3176
20180130,소한,-4.6,-11.3,1.4,0.1,1.50,3363
20180131,소한,-1,-6,3.9,0,1.50,3471
20180201,대한,-2.1,-7.7,4.4,0,1.50,3749
20180202,대한,-2.4,-8.3,4.4,0,1.50,3837
20180203,대한,-4.5,-8.1,-0.8,0.3,1.50,null
20180204,입춘,-7.1,-10.6,-3.1,0.2,1.50,null
20180205,입춘,-7.4,-11.8,-2.6,0.1,1.50,4052
20180206,입춘,-8,-12.3,-3.5,0.1,1.50,4261
20180207,입춘,-6.7,-13.3,0,0,1.50,4181
20180208,입춘,-3.6,-11,4.6,0,1.50,4307
20180209,입춘,1.4,-6.2,8.6,0,1.50,4307
20180210,입춘,1.5,-4,7,0,1.50,null
20180211,입춘,-3.6,-7.2,0.1,0.7,1.50,null
20180212,입춘,-4.1,-8.9,-0.1,0.4,1.50,4576
20180213,입춘,-0.7,-7.2,5.1,0.1,1.50,4512
20180214,입춘,4.7,-3.3,11.9,0,1.50,4479
20180215,입춘,1.9,-2.7,7.5,0,1.50,null
20180216,입춘,1,-5.1,7.6,0,1.50,null
20180217,입춘,-0.2,-4.4,4.6,0,1.50,null
20180218,입춘,0.8,-4.2,6.8,0,1.50,null
20180219,입춘,2.8,-2.5,9.2,0,1.50,4527
20180220,입춘,2.7,-3.9,9.1,0,1.50,4359
20180221,입춘,0.5,-3.8,5.4,0,1.50,4301
20180222,입춘,0.6,-6.2,7.3,0.1,1.50,4302
20180223,입춘,4.4,-2.7,10.3,1,1.50,4306
20180224,입춘,4.6,-0.4,10.8,0.1,1.50,null
20180225,입춘,3.8,-0.8,10.5,0,1.50,null
20180226,입춘,3.1,-4.2,11.7,0,1.50,4241
20180227,입춘,5.1,-2.7,12.5,0,1.50,4277
20180228,입춘,5.6,2.4,9.1,29.2,1.50,4280
20180301,우수,2.8,-1.7,6.6,0.9,1.50,null
20180302,우수,1.3,-5,8.9,0,1.50,4283
20180303,우수,7.6,-1.4,16.6,0,1.50,null
20180304,우수,11.8,5.9,17.4,16,1.50,null
20180305,우수,5.7,2.3,11.6,12.1,1.50,4303
20180306,경칩,4.7,-0.7,11.1,0,1.50,4311
20180307,경칩,5.1,1.4,9.1,5.1,1.50,4295
20180308,경칩,3.3,1,6.3,16.7,1.50,4269
20180309,경칩,3.5,0.2,7.7,0.1,1.50,4322
20180310,경칩,4.8,-1.1,11.4,0,1.50,null
20180311,경칩,6.4,0.7,13.8,0,1.50,null
20180312,경칩,7.9,-0.4,16.9,0,1.50,4347
20180313,경칩,12.3,3.3,20.2,0,1.50,4314
20180314,경칩,15.2,8,22.5,0,1.50,4281
20180315,경칩,12.8,7.9,16.4,23.9,1.50,4297
20180316,경칩,5.2,1.5,10.1,0.7,1.50,4289
20180317,경칩,5.4,-1.1,12.6,0,1.50,null
20180318,경칩,8,1.9,13,6,1.50,null
20180319,경칩,8.5,5.6,11.4,19.9,1.50,4260
20180320,경칩,5.3,1.9,8.7,0.6,1.50,4254
20180321,경칩,1.8,0.3,3.7,8.6,1.50,4273
20180322,경칩,5,0.3,11.4,0,1.50,4273
20180323,경칩,6.2,-0.7,13.5,0,1.50,4241
20180324,경칩,9.1,2.1,15.9,0,1.50,null
20180325,경칩,10.8,3.9,18.7,0,1.50,null
20180326,경칩,12,4.7,20.3,0,1.50,4251
20180327,경칩,13.7,5.5,21.6,0,1.50,4290
20180328,경칩,15,7.5,22.1,0,1.50,4307
20180329,경칩,14.5,8.8,21.6,0,1.50,4291
20180330,경칩,12.7,7.5,19.3,0,1.50,4299
20180331,경칩,14,6.3,22,0,1.50,null
20180401,춘분,15.8,9.7,21.7,0,1.50,null
20180402,춘분,17.8,11.5,24.6,0,1.50,4321
20180403,춘분,18,11.7,24.5,0.1,1.50,4306
20180404,춘분,11.5,8.4,16.6,14.9,1.50,4306
20180405,청명,8.5,7.5,9.9,12.6,1.50,4333
20180406,청명,7.9,3.9,12.9,16.9,1.50,4333
20180407,청명,5,2.1,9.1,0.3,1.50,null
20180408,청명,7.2,0,12.6,0.8,1.50,null
20180409,청명,10.7,4.8,17.6,0,1.50,4321
20180410,청명,15.1,4.8,22.3,1.7,1.50,4317
20180411,청명,15.5,9.8,21,2.3,1.50,4317
20180412,청명,13.2,5.2,21.2,0,1.50,4334
20180413,청명,12.8,6.1,18.2,0,1.50,4309
20180414,청명,9.5,7.5,13,22.9,1.50,null
20180415,청명,10.5,6.5,16,0,1.50,null
20180416,청명,10.9,3.9,17.7,0,1.50,4270
20180417,청명,12.6,6.4,19.8,0,1.50,4270
20180418,청명,13.2,5.5,21.2,0,1.50,4284
20180419,청명,15.1,5.7,23.8,0,1.50,4259
20180420,청명,17.7,8.7,27.5,0,1.50,4292
20180421,청명,18.8,10,28,0,1.50,null
20180422,청명,15.7,11.5,21.2,4.7,1.50,null
20180423,청명,11.2,10.2,13.5,45.9,1.50,4282
20180424,청명,11.6,9,14.1,10.5,1.50,4360
20180425,청명,13,5.5,21,0.1,1.50,4379
20180426,청명,14.6,6.2,22.7,0,1.50,4299
20180427,청명,14.9,8.3,22.1,0,1.50,4299
20180428,청명,15.9,7.8,24.2,0,1.50,null
20180429,청명,16.5,8.3,24.6,0,1.50,null
20180430,청명,18.8,12.4,25.5,0,1.50,4309
20180501,곡우,18.6,14,23.3,0.5,1.50,null
20180502,곡우,14.9,10.5,19.2,12.9,1.50,4240
20180503,곡우,12,7.9,17.1,0.9,1.50,4240
20180504,곡우,14.5,7.1,21,0,1.50,4240
20180505,곡우,18.1,9.5,25.1,0,1.50,null
20180506,입하,15.9,14.2,18.7,19.5,1.50,null
20180507,입하,16.4,13.2,21,12,1.50,null
20180508,입하,15.1,11.6,19.2,0.5,1.50,3457
20180509,입하,13.6,9.2,18.9,0,1.50,3417
20180510,입하,15.2,9.3,22,0,1.50,3399
20180511,입하,16.9,10.1,23.8,0,1.50,3345
20180512,입하,16,13.5,18.7,16.7,1.50,null
20180513,입하,17.3,13.6,22.4,3.3,1.50,null
20180514,입하,19.3,12.3,26.9,0,1.50,3312
20180515,입하,22.5,15,29.5,0,1.50,3252
20180516,입하,22.9,20.5,25.5,5.9,1.50,3215
20180517,입하,22.8,19.5,26.8,17.3,1.50,3018
20180518,입하,17.5,13.4,21.7,9.5,1.50,3024
20180519,입하,15.7,10.9,20.9,0.1,1.50,null
20180520,입하,15.7,9.5,21.7,0,1.50,null
20180521,입하,16.2,10.6,21.8,0,1.50,2807
20180522,입하,17.5,12.1,23.7,6.6,1.50,null
20180523,입하,18.1,12.6,23.9,13.5,1.50,2789
20180524,입하,18.9,9.8,26.7,0,1.50,2866
20180525,입하,19.8,12.4,27,0,1.50,2851
20180526,입하,20,12.4,27.8,0,1.50,null
20180527,입하,19.5,14.5,25.1,0,1.50,null
20180528,입하,20.4,15.1,26.2,0.6,1.50,2797
20180529,입하,21.4,16.9,26.9,1.5,1.50,2797
20180530,입하,20.7,16.7,25.8,2.2,1.50,2797
20180531,입하,19.7,14.3,25.9,0,1.50,2685
20180601,소만,22.1,14.4,29.9,0,1.50,2688
20180602,소만,23.1,15.6,31.1,0,1.50,null
20180603,소만,22.6,15.7,30.3,0,1.50,null
20180604,소만,22.3,16.1,28.5,0,1.50,2653
20180605,소만,21.6,17.9,26.4,1.4,1.50,2611
20180606,망종,22.4,16.9,29,0,1.50,null
20180607,망종,23.2,17.6,30,0,1.50,2691
20180608,망종,22.4,17.9,27.8,0,1.50,2691
20180609,망종,21.2,17.2,26,1.1,1.50,null
20180610,망종,19.7,17.2,23.3,1.2,1.50,null
20180611,망종,18.5,16.5,21.7,7,1.50,2676
20180612,망종,19.5,16,24.5,0.9,1.50,2679
20180613,망종,20.4,16.3,25.4,0,1.50,null
20180614,망종,20.5,17.6,24.8,1.6,1.50,2707
20180615,망종,19.9,16.3,24.6,0.6,1.50,2708
20180616,망종,19.7,14.8,25.7,0,1.50,null
20180617,망종,20.8,14.6,27,0,1.50,null
20180618,망종,23.3,17.9,29.7,0,1.50,2747
20180619,망종,21.3,18.2,25.7,3.2,1.50,2745
20180620,망종,22.5,18,28.2,0,1.50,2757
20180621,망종,23.1,17.8,29.5,0,1.50,2718
20180622,망종,23.8,16.6,31,0,1.50,2686
20180623,망종,24,19.5,29.9,0,1.50,null
20180624,망종,25.5,19.2,32.7,0,1.50,null
20180625,망종,25.4,19,32.5,0,1.50,2714
20180626,망종,23.4,20.4,26.4,29.4,1.50,2773
20180627,망종,24.4,21.3,28.8,31.4,1.50,2896
20180628,망종,23,20.6,25.9,39.1,1.50,2919
20180629,망종,24.2,20.6,29.1,2.6,1.50,2934
20180630,망종,23.2,20.5,26.9,12.4,1.50,null
20180701,하지,22.7,20,26,67.4,1.50,null
20180702,하지,23.5,21.1,26.5,44.3,1.50,2986
20180703,하지,24.8,22.1,28.5,12.2,1.50,2990
20180704,하지,25.6,22,30.8,10.1,1.50,3004
20180705,하지,23.6,21.8,26.9,11.1,1.50,3060
20180706,하지,21.8,19.9,24,5,1.50,3015
20180707,소서,21.3,17.9,25.9,0.2,1.50,null
20180708,소서,20.9,17.3,24.8,0,1.50,null
20180709,소서,20.2,18.8,21.9,12.3,1.50,3122
20180710,소서,24,20,28.5,2.4,1.50,3235
20180711,소서,26.1,22.8,30.3,3.1,1.50,3355
20180712,소서,27.4,23.3,32.1,0,1.50,3498
20180713,소서,27.8,24.1,32.6,0,1.50,3499
20180714,소서,27.9,23.7,33,0,1.50,null
20180715,소서,28.2,23.4,33.9,0,1.50,null
20180716,소서,28.2,23.1,33.9,0,1.50,3605
20180717,소서,28.1,23.3,33.4,0,1.50,3706
20180718,소서,27.8,23,33.4,0,1.50,3771
20180719,소서,28.1,23.1,34,0,1.50,3930
20180720,소서,28.7,23,35.2,0,1.50,3960
20180721,소서,29.3,24,35.4,0,1.50,null
20180722,소서,29.6,24.7,35.2,0,1.50,null
20180723,소서,29.6,25.4,35,0,1.50,4448
20180724,소서,29.7,24.9,35.3,0,1.50,4524
20180725,소서,29.7,25.8,34.6,0,1.50,4680
20180726,소서,29.9,25.5,35.2,0,1.50,4788
20180727,소서,30,25.5,35.9,0.1,1.50,4909
20180728,소서,28.9,25.6,34.4,3.6,1.50,null
20180729,소서,29.4,24.7,34.6,0.1,1.50,null
20180730,소서,29,24.9,34,0.2,1.50,5030
20180731,소서,29.2,23.9,35.3,0,1.50,5257
20180801,대서,30,23.8,36.6,0,1.50,5404
20180802,대서,30.2,24.9,36.1,0,1.50,5605
20180803,대서,30.1,25.4,35.6,0.1,1.50,5719
20180804,대서,30.3,25.9,35.6,0,1.50,null
20180805,대서,30,25.9,35.3,1.6,1.50,null
20180806,대서,29.1,25.5,34.2,12.1,1.50,5770
20180807,대서,28.6,25.4,33.3,1.2,1.50,5770
20180808,입추,28.8,24.9,34.6,1.6,1.50,5864
20180809,입추,28.5,24.9,33.7,3,1.50,6010
20180810,입추,27.7,24.9,32.4,8.2,1.50,6051
20180811,입추,27.7,24.3,32.3,0.9,1.50,null
20180812,입추,28.1,24.1,33,0.5,1.50,null
20180813,입추,29.7,25.1,35.3,0.9,1.50,6066
20180814,입추,29.9,25,36,0,1.50,6217
20180815,입추,29.4,24.5,35.9,3.5,1.50,null
20180816,입추,27.1,23.5,32,5.2,1.50,6310
20180817,입추,25.1,20.9,30.1,0,1.50,6522
20180818,입추,24.2,18.8,30.3,0,1.50,null
20180819,입추,25.2,19.4,31.6,0,1.50,null
20180820,입추,26.4,21.1,31.9,0,1.50,6986
20180821,입추,26.8,22.1,32.3,2.2,1.50,7164
20180822,입추,28.9,22.9,34.7,0,1.50,7320
20180823,입추,27.1,24.6,30,25.3,1.50,7522
20180824,입추,25.6,23.1,29,20.6,1.50,7661
20180825,입추,24.5,21.4,28.6,1.1,1.50,null
20180826,입추,22.3,20.2,25.6,54.3,1.50,null
20180827,입추,23.5,21.1,25.9,45.5,1.50,8245
20180828,입추,25.1,22.7,28.9,30.3,1.50,8311
20180829,입추,26.1,22.6,30.5,16.9,1.50,8248
20180830,입추,26.3,23.9,30.4,15.2,1.50,8299
20180831,입추,23.7,20.9,27.1,31.7,1.50,8201
20180901,처서,23.3,19.7,28,8.2,1.50,null
20180902,처서,22.4,18.2,26.5,1.4,1.50,null
20180903,처서,23.8,21.1,27.3,32.1,1.50,8079
20180904,처서,23.7,19.7,28.6,26.6,1.50,7121
20180905,처서,23.3,18.2,28.7,0,1.50,6926
20180906,처서,22.6,18.2,27.1,1.1,1.50,6917
20180907,처서,21.3,17.8,25.4,4.5,1.50,6807
20180908,백로,19.5,14.8,25.3,0,1.50,null
20180909,백로,20.4,14.4,27,0.5,1.50,null
20180910,백로,20.6,15.6,26,0.1,1.50,6579
20180911,백로,19.6,14.5,24.6,0,1.50,6544
20180912,백로,21,15.6,26.7,0.1,1.50,6334
20180913,백로,20.9,18.4,24.2,2.9,1.50,6217
20180914,백로,21.6,19,24.5,11,1.50,6209
20180915,백로,22,20.2,24.6,2.3,1.50,null
20180916,백로,22.7,20.4,26.5,0.4,1.50,null
20180917,백로,21.9,17.8,27.3,0.1,1.50,6149
20180918,백로,21,16,27.4,0,1.50,6027
20180919,백로,20.6,16.6,25.1,2.4,1.50,6012
20180920,백로,19.7,18.3,21.5,12.6,1.50,5920
20180921,백로,19.3,17.9,21.1,26.4,1.50,5935
20180922,백로,20.3,15.3,26.4,0.6,1.50,null
20180923,백로,18.9,13.6,25.7,0.2,1.50,null
20180924,백로,16.6,12.1,22.1,0,1.50,null
20180925,백로,16.5,9.7,23.6,0.3,1.50,null
20180926,백로,17.8,13.8,23.1,0.5,1.50,null
20180927,백로,17.2,11.4,23.9,0,1.50,5875
20180928,백로,16.9,11.6,22.1,0,1.50,5617
20180929,백로,18.6,14.1,23.7,1.8,1.50,null
20180930,백로,18.5,14.2,24.7,0.7,1.50,null
20181001,추분,16,12.3,20,1.2,1.50,5321
20181002,추분,15.5,10.1,22.1,0,1.50,4897
20181003,추분,15.5,9.2,23.5,0,1.50,null
20181004,추분,18.1,10.8,24.6,0.4,1.50,4559
20181005,추분,17.5,15.7,19.3,57.9,1.50,4400
20181006,추분,18.8,16.2,22,81.2,1.50,null
20181007,추분,17.6,12.6,23.7,0,1.50,null
20181008,추분,14.5,9.7,21.1,0,1.50,4464
20181009,한로,14.8,10,19.8,0,1.50,null
20181010,한로,13.9,9.2,17.8,1.6,1.50,4387
20181011,한로,10.7,5.9,16,0,1.50,4194
20181012,한로,10.4,4.6,17.6,0,1.50,4151
20181013,한로,11.8,5.3,19.7,0,1.50,null
20181014,한로,13.1,6.8,20.3,0,1.50,null
20181015,한로,14,8.5,21.1,0,1.50,4001
20181016,한로,13,9.1,18.5,0.3,1.50,3864
20181017,한로,12.4,7.6,19.3,1.5,1.50,3779
20181018,한로,11.6,6.2,17.7,6.3,1.50,3736
20181019,한로,12.1,6.7,19.3,0,1.50,3663
20181020,한로,11.5,5.3,20.5,0,1.50,null
20181021,한로,11.6,4.9,20.8,0,1.50,null
20181022,한로,12.8,6.7,20.1,0,1.50,3618
20181023,한로,13.2,8.6,19.3,1.2,1.50,3587
20181024,한로,12.2,7.1,19.5,0,1.50,3570
20181025,한로,12.3,5.6,20.9,0,1.50,3501
20181026,한로,12.3,9.2,15.1,6.9,1.50,3451
20181027,한로,10.6,7,14.3,0.3,1.50,null
20181028,한로,10.6,4.4,16.5,5,1.50,null
20181029,한로,9.8,5,15.5,0.3,1.50,3382
20181030,한로,7.5,2.6,13.1,0,1.50,3360
20181031,한로,7.8,2.8,14.2,0,1.50,3399
20181101,상강,7.7,1.4,16,0,1.50,3368
20181102,상강,9,2.1,18.3,0,1.50,3290
20181103,상강,9.7,2.6,19.3,0,1.50,null
20181104,상강,10.2,3.1,19.8,0,1.50,null
20181105,상강,10.7,3.8,19.1,0,1.50,3153
20181106,상강,11.8,5.7,19,0.2,1.50,3171
20181107,상강,12.8,10.1,15.5,6.1,1.50,3149
20181108,입동,14,12.1,17.1,34.6,1.50,3112
20181109,입동,12.4,7.9,16.1,0.4,1.50,3107
20181110,입동,10.9,5.5,18.2,0,1.50,null
20181111,입동,9.5,4.9,14.3,1.1,1.50,null
20181112,입동,9.3,4.9,14.9,1,1.50,3092
20181113,입동,8.8,4,15.4,0.4,1.50,3127
20181114,입동,8.5,3.3,15.9,0.4,1.50,3045
20181115,입동,8.7,3,16.5,0,1.50,3003
20181116,입동,9,5.1,13.7,1,1.50,3000
20181117,입동,7.4,2.7,13.7,0,1.50,null
