date,avgTemp,maxTemp,minTemp,rainfall,cost
20121010,15.2,21.9,9.2,0,3909
20121011,15.4,21.9,10.5,1.6,3699
20121012,13.7,19.9,8.7,0,3673
20121013,13.4,21.9,6.6,0,3618
20121014,14.5,22.9,8.6,0,3618
20121015,15.4,23.5,9.6,0,3618
20121016,13.7,22,7.7,0,3689
20121017,15.6,23,7.7,0,3658
20121018,13.6,18.1,8.2,1.6,3571
20121019,10.5,17.7,4.2,0,3705
20121020,12.3,20.6,5.5,0,3689
20121021,13.6,21.2,7,0.1,3689
20121022,15.7,24,9.2,0,3689
20121023,14.7,20.2,10.5,26.7,3645
20121024,11,16.2,6.3,0,3623
20121025,11.6,18.2,5.9,0,3619
20121026,13.2,21,7.4,0.1,3468
20121027,14.5,22.2,8.6,0,3434
20121028,14.8,17.2,11.9,25.4,3434
20121029,15.4,20.6,9.8,0,3434
20121030,12.1,18.5,6.8,0,3372
20121031,10.3,15,5.4,0.3,3325
20121101,8.2,13.7,3.5,0.4,3315
20121102,7.2,11.8,2.6,0.1,3109
20121103,6.2,13.7,0.3,0,3035
20121104,8.1,16.7,0.8,0,3035
20121105,10.8,14.9,5.4,5.8,3035
20121106,10.4,14.8,6.9,3,3198
20121107,9.3,12.4,6.3,4.5,3134
20121108,9.8,14.3,6.1,0,3172
20121109,10,15,5.5,0,2824
20121110,9.8,16.2,4.9,0,2791
20121111,12.1,15.6,7.7,3,2791
20121112,10.6,15,6.9,18.1,2791
20121113,9.6,12.5,6.9,1.2,2913
20121114,7.3,11.2,3.9,3.1,2935
20121115,4.8,8.2,2.2,0.7,2886
20121116,4.9,11.3,0.1,0,2819
20121117,5.9,10.9,-0.5,5.7,2844
20121118,7.5,10.9,3.6,4,2844
20121119,4.5,10.8,-0.2,0,2844
20121120,5.3,11.6,-0.2,1.1,2820
20121121,3.2,8.2,-1.1,0,2820
20121122,3.7,9.6,-2.3,0,2765
20121123,6.2,12.5,0.5,0,2677
20121124,6.1,9.8,3.2,0.5,2668
20121125,3.3,8.8,-1.3,0,2668
20121126,3.5,9.3,-2.9,1.2,2668
20121127,3.8,8,0.7,2.8,2675
20121128,1.8,7.7,-2.9,0,2691
20121129,6.2,13.2,-0.9,0.8,2663
20121130,2.9,8.1,-1.4,0,2710
20121201,2.6,8.6,-2.4,0.1,2634
20121202,1,5.7,-3.5,0.2,2634
20121203,3.1,8.4,-0.7,0.6,2634
20121204,3.2,8.4,-1.3,3.2,2600
20121205,0.2,3.7,-2.7,0.1,2600
20121206,0,5.4,-3.8,6.7,2600
20121207,-3.8,-0.2,-7.4,0.6,2710
20121208,-2.1,2,-6.4,3.3,2925
20121209,-3.9,0.1,-7.6,0.9,2925
20121210,-6.2,-2.2,-10.1,0.4,2925
20121211,-5.4,0.1,-10.2,0,3083
20121212,-4.2,2.1,-9.6,0,3221
20121213,-3.6,3.6,-8.8,0,3339
20121214,-1.3,6.7,-8.4,0,3331
20121215,3.3,6.6,-1.2,25.3,3333
20121216,5.3,8.7,2.1,0.5,3333
20121217,3.3,8.7,-0.4,0,3333
20121218,2.7,7.1,-0.6,0,3438
20121219,-2.8,0.6,-5.8,0,3416
20121220,-4.2,0.8,-8.1,0,3416
20121221,-1.8,4.4,-7.3,0,3543
20121222,0.9,3,-2.2,6.7,3576
20121223,0.1,3.1,-3.2,0,3576
20121224,-4.8,-1.3,-9.2,0.4,3576
20121225,-6.7,-1.4,-12,0.1,3617
20121226,-4.3,0.7,-9.5,0.3,3617
20121227,-8,-2.1,-12.6,0,3624
20121228,-4.1,2.7,-11.5,0,3634
20121229,-0.7,2.2,-3.3,7.3,3624
20121230,0.7,4.2,-3.1,2.2,3624
20121231,-3.5,1.4,-8.1,1.5,3624
20130101,-6.1,-1.2,-10.5,0.2,3730
20130102,-3.2,2.6,-9.1,2,3730
20130103,-6,0,-11.2,0.4,3853
20130104,-9.9,-5.1,-13.9,0,3958
20130105,-9,-1.9,-14.7,0,4002
20130106,-5.9,1,-13.1,0,4002
20130107,-4.1,2.1,-8.5,0,4002
20130108,-4,2.5,-9.7,0,4007
20130109,-3.2,3.2,-8.7,0,3979
20130110,-5.6,-1.5,-9.6,0,3964
20130111,-6.9,-0.8,-12,0,3862
20130112,-4.3,2.9,-11.8,0,3956
20130113,0.3,7,-5.6,0.1,3956
20130114,-0.7,3.9,-4.7,0,3956
20130115,-0.7,5.7,-6.1,0.1,3912
20130116,-1.9,4.9,-7.2,0,3939
20130117,-0.7,3.9,-5.7,0.1,3883
20130118,-2.8,0.3,-6.2,1.9,3888
20130119,-3.3,3.2,-9.1,0,3812
20130120,-0.1,5.9,-5.3,0,3812
20130121,1.4,7,-4.7,0,3812
20130122,3.8,5.3,2.2,19.3,3793
20130123,3.6,5.7,2.3,2.2,3830
20130124,2.5,4.1,0.9,1.4,3822
20130125,0.9,4.6,-3.2,0.3,3719
20130126,-4.6,-1.5,-6.7,0,3719
20130127,-5.5,-1.2,-8.9,0,3719
20130128,-5,-0.8,-8.8,0,3719
20130129,-1.8,4.4,-8.7,0,3719
20130130,2.2,8,-3.1,0,3721
20130131,4.1,11,-0.9,0,3721
20130201,6.4,12.7,0.3,0.5,3702
20130202,8.6,12.2,4.8,31.3,3702
20130203,3,8.1,-2,0,3702
20130204,-0.2,2.8,-4.7,3.2,3702
20130205,2,6.3,-1.6,4.2,3702
20130206,0.6,3.5,-3,3.9,3685
20130207,1.1,3.7,-1.2,2.2,3771
20130208,-6.2,0,-10.9,0.1,3792
20130209,-8.2,-2.5,-13.2,0,3814
20130210,-5.1,0.6,-10.6,0,3814
20130211,-1.7,3.8,-7.1,0.1,3814
20130212,-2.8,2.7,-8,0,3814
20130213,-1.7,1.7,-4.4,0.3,3957
20130214,-0.9,5.1,-6.8,0,3991
20130215,2.1,7.9,-3.3,0,4014
20130216,1.4,6.1,-3.4,0,3982
20130217,-1.6,4.6,-7.2,0,3982
20130218,2,6.3,-3.2,1.9,3982
20130219,2.9,6.3,0.2,1.8,3973
20130220,-0.1,4,-3.4,0.5,4032
20130221,-1.9,3.6,-6.8,0,4012
20130222,-0.2,5.3,-5.2,0,4044
20130223,1.6,7.1,-3.5,0.6,3949
20130224,0.1,5.2,-5.1,0,3949
20130225,1.8,7.7,-4.1,0,3949
20130226,3.1,10.3,-3.3,0,4001
20130227,4.9,9.4,0,0.2,4015
20130228,6.1,13.1,0.8,0,3997
20130301,8,16.4,-1.1,0,3996
20130302,4.2,11.2,-1.2,4.9,3996
20130303,0.4,5.6,-3.7,0,3996
20130304,1.3,7.4,-4.1,0,3996
20130305,3.4,10.4,-2.7,0,3949
20130306,4.7,12.9,-2.6,0,3986
20130307,7.9,16.9,-1,0,3986
20130308,9.4,14.6,3.5,0.8,4069
20130309,9.8,18.3,2.5,0,4076
20130310,13.5,23.7,2.3,0,4076
20130311,5.8,13.9,0.4,0,4076
20130312,4.5,13.1,-3.2,0,4028
20130313,9.1,16.5,-0.3,1.4,4085
20130314,6.5,12.4,2.1,16.1,4085
20130315,4.3,9.7,0.3,0,4159
20130316,5.9,13.4,-1,0,4133
20130317,7.6,15.8,1.2,0,4133
20130318,8.9,17.6,0.3,16,4133
20130319,10.3,15.5,7,16.3,4080
20130320,10.7,15.8,5,0,4080
20130321,5.5,11.9,-1.1,2.3,4016
20130322,2.5,9.8,-4.1,0,3998
20130323,5.3,11.3,-0.5,0,3986
20130324,6.7,13.8,0.5,0,3986
20130325,6.5,12.4,1.3,0,3986
20130326,3.8,8.7,-0.1,0.8,3986
20130327,5.1,12.5,-2.3,0,3986
20130328,9,17.2,1.3,0,3996
20130329,9.9,17.3,2.7,0,3999
20130330,7.2,13.2,1.9,0,4023
20130331,6.6,12.9,0.8,0.3,4023
20130401,7.3,13.7,2.4,0.6,4023
20130402,9.2,16.8,1.1,0,4161
20130403,7.4,12.1,4.3,1.4,4161
20130404,10,17.7,3,0,4170
20130405,11.9,20.3,4.7,0,4141
20130406,13.1,19.9,5.1,0.3,4153
20130407,8.5,13,3.7,24.7,4153
20130408,5.2,9.6,1.8,1.6,4153
20130409,8.6,16.3,0.4,0.1,4199
20130410,8.2,13.1,4.2,0.3,4236
20130411,5.5,10,1.2,0.1,4256
20130412,7,12.1,1.8,0.5,4253
20130413,6.9,12.9,0.8,0,4253
20130414,11.8,19.8,1.1,0,4253
20130415,11.4,17.5,4.3,1.5,4253
20130416,7.9,14,0.9,0,4238
20130417,15.6,24.5,5.8,0.1,4238
20130418,12.1,17.3,9.2,0.3,4218
20130419,11.8,18,7.3,0,4218
20130420,9.4,15.3,3.7,0,3966
20130421,5.8,8.5,3.5,9.7,3966
20130422,8.8,15.2,3.1,0,3966
20130423,11.3,18.9,2.3,0,3974
20130424,10.9,14,8.6,22.1,3974
20130425,13.6,19.4,8.9,1.5,3991
20130426,10.8,16.4,6.6,2.2,3856
20130427,11.4,17.3,6.4,0.5,3704
20130428,11.6,19.1,4.9,0.8,3704
20130429,15.2,22.1,7.1,0,3704
20130430,14.6,19.1,9.4,7.5,3823
20130501,13.2,21,6.2,0.1,3752
20130502,11.6,17,6.8,0.2,3752
20130503,11.8,17.9,6.7,1.1,3307
20130504,12.5,19.2,6.3,0.9,3293
20130505,14,20.5,8.7,0.1,3293
20130506,15.6,23.6,7.6,0,3293
20130507,16.8,25.1,8.9,0,3205
20130508,16.1,23.1,9.7,0,3241
20130509,17.5,26.4,8.8,0,3218
20130510,18,24.4,11.5,3.8,3130
20130511,15.6,19.5,12.8,15.9,3100
20130512,18.1,25.5,11.9,0,3100
20130513,20.2,26.7,13,0.1,3100
20130514,20.2,28.1,13.4,0,3097
20130515,18.9,26,11.8,0,3128
20130516,18.9,25.3,13.8,0,3116
20130517,17.8,23.5,12.7,0,3009
20130518,16.9,23.6,10.9,0,3009
20130519,17.7,24,11,4.2,3009
20130520,16.5,19.9,14.1,24.4,3009
20130521,16.9,21.9,12.4,0,2944
20130522,17.9,26.1,9.7,0,2933
20130523,19.9,27.6,12.1,0,2918
20130524,20.7,28.5,14.1,0,2890
20130525,21.7,30.1,14.2,0,2874
20130526,21.5,28.6,15.7,0,2874
20130527,21.8,27,16.9,0,2874
20130528,19.5,22.2,17.6,51.8,2864
20130529,19.5,22.1,17.3,26.1,2859
20130530,18.5,21.3,15.9,0.5,2842
20130531,19.8,26.5,14.5,0,2777
20130601,19.6,26.3,13.2,0,2770
20130602,19.6,25.3,15.4,0,2770
20130603,19.9,26.9,13.6,0,2770
20130604,20.1,26.6,14.2,0,2752
20130605,21.8,28.6,15.4,0,2734
20130606,22.3,28.9,16.4,0,2723
20130607,22.2,28.5,17.4,0.6,2723
20130608,22.2,28.1,17.8,0.2,2737
20130609,22.1,27.1,17.6,0,2737
20130610,22.5,27.8,17.7,0,2737
20130611,22.6,27.9,17.2,0,2737
20130612,21,24.7,18.5,4.8,2716
20130613,20.7,23.5,18.9,3.4,2691
20130614,22.3,26.5,19.3,0.1,2650
20130615,22.2,25.4,19.9,1.5,2659
20130616,24,29.2,20,0.1,2659
20130617,24.2,30.1,19.2,0,2659
20130618,24,28.6,20,1,2693
20130619,22.6,24.5,21.5,46.9,2706
20130620,23.4,28.2,20.3,20.1,2737
20130621,24.4,30,20.1,0,2775
20130622,23.8,28.1,20.8,0.4,2788
20130623,23.2,27.9,20,1.3,2788
20130624,21.6,24.8,19.5,2.9,2788
20130625,22.9,28.3,18.4,0,2773
20130626,22.6,27.2,19.4,6.5,2774
20130627,23.3,28.9,19.6,5.8,2741
20130628,23.3,28.3,19.5,3.5,2741
20130629,23.6,29,20.1,1.6,2741
20130630,24.5,30.3,19.5,0.1,2741
20130701,25.1,30.6,20,0,2741
20130702,25.4,30.6,21.1,0,2690
20130703,25.7,29.4,22.3,11.5,2683
20130704,25.7,29.6,22.4,18.6,2657
20130705,25.2,27.9,22.8,22.3,2659
20130706,23.8,26.3,21.9,51.5,2636
20130707,25,29.9,21.8,0,2636
20130708,24.4,27.3,22.2,19.3,2636
20130709,26.1,29,23.5,14.6,2676
20130710,27,30.7,24.4,1.7,2707
20130711,26.9,30.8,23.9,2.3,2693
20130712,26.8,30.7,23.6,5,2701
20130713,26,29.1,23.3,6.3,2694
20130714,26.2,30.3,23.5,18.4,2694
20130715,25.9,29.6,23.3,23.6,2694
20130716,26,29.7,23.4,14.2,2690
20130717,27.3,31.5,23.2,0.5,2726
20130718,26.4,29.8,23.8,8.5,2734
20130719,26.4,30.8,23.2,4.7,2763
20130720,26.6,31.8,22.4,0.4,2816
20130721,27.4,32.2,23.4,1.1,2816
20130722,27.2,31,24.2,1.3,2816
20130723,27.3,31.6,24.5,16.6,2878
20130724,26.3,28.4,24.5,17.3,2889
20130725,26.7,30.1,23.8,4.8,2942
20130726,26.7,31.7,22.6,0,3019
20130727,27,32.4,22.6,0,3075
20130728,26.5,31.8,22.2,0.1,3075
20130729,26,28.9,23.6,11.1,3075
20130730,27.4,31.6,24.2,5.2,3147
20130731,26.3,31.3,23.2,8.5,3303
20130801,27,31,24.1,12.9,3365
20130802,27.2,32.2,23.8,3.6,3376
20130803,27,30.6,24.6,3.7,3359
20130804,27.2,31.9,24.5,9.1,3359
20130805,27.4,32.1,24.6,7.6,3359
20130806,27.6,32.2,24.1,4.9,3369
20130807,27.6,32.9,23.7,9.8,3388
20130808,28.9,34.3,24.3,0,3426
20130809,29.7,34.6,25.9,0,3450
20130810,29.9,34.6,25.9,2.1,3535
20130811,28.4,33.8,24.6,6.4,3535
20130812,28.8,34.7,24.3,0.2,3535
20130813,28.9,34.5,24.6,0.2,3575
20130814,28.4,33.9,24.2,0,3698
20130815,28.2,33.7,23.8,0,3705
20130816,28.4,33.8,23.6,0.1,3705
20130817,28.4,34,24.1,0.5,3801
20130818,28.4,33.5,24.3,0,3801
20130819,28.7,34.1,24.4,0.7,3801
20130820,28.4,34.1,23.9,2.5,3924
20130821,27.6,33.5,23.1,0.6,4080
20130822,27.5,32.4,23.6,1.4,4225
20130823,27.8,33,24.5,6.6,4587
20130824,25.4,28,23.6,38.7,4696
20130825,24.7,28.2,21.9,31,4696
20130826,24.9,30.6,20.7,2.3,4696
20130827,24.9,30.9,20.6,0.1,4838
20130828,25.1,31,20,0,5046
20130829,25.4,30.7,21.1,0,5142
20130830,25.5,29.7,21.7,23.4,5189
20130831,25.1,29.6,22.1,4.7,5280
20130901,23.3,28.1,19.7,3.7,5280
20130902,22.9,28.3,18.8,0,5280
20130903,22.1,27.9,17.4,0.2,5256
20130904,20.2,24.4,16.5,0,5112
20130905,20.6,27.1,14.7,0,5015
20130906,20.1,24.4,15.4,0,4954
20130907,19.2,21.8,17.5,5.2,4804
20130908,20.5,25.5,17,1.6,4804
20130909,21.4,27.9,16.7,0,4804
20130910,21.7,27.7,16.7,0,4643
20130911,22.5,27.4,18.3,3,4529
20130912,22.3,25.5,19.9,9.9,4466
20130913,22.5,25.6,20.4,2.9,4564
20130914,24.2,28.7,20.7,14.4,4577
20130915,22.4,25.6,20.1,40.6,4577
20130916,22.7,28.9,18.1,0,4577
20130917,20.4,27.1,15.2,0.1,4441
20130918,21,28.9,14.4,0,4477
20130919,22.5,30.1,16.3,0,4477
20130920,22.4,28.6,17.3,0,4477
20130921,22.4,29.2,17.3,0,4477
20130922,22.9,29.5,18,0,4477
20130923,22.2,27.4,18.5,1.6,4477
20130924,22.1,28,17.2,0,4592
20130925,21.8,26.3,17.8,3.8,4537
20130926,19.6,24.2,16.2,1.1,4359
20130927,17.1,23.4,12,0.2,4044
20130928,17.2,24.6,10.3,0,3995
20130929,18.2,22,15,2.1,3995
20130930,18.8,20.6,17.1,26.8,3995
20131001,20.9,25.9,18,7.2,3930
20131002,20.8,26.5,16.7,0.5,3903
20131003,19.4,24.4,14.7,2.4,3829
20131004,16.1,22.8,10.7,0.1,3829
20131005,16.2,24.6,9.2,0,3708
20131006,18.5,25.6,11.2,0,3708
20131007,20.9,24.7,16.9,2.7,3708
20131008,22.5,26.9,19.5,0.9,3542
20131009,20.3,22,18.5,30.7,3497
20131010,20,24.7,16.8,0.6,3497
20131011,19.9,23.9,16.5,8.2,3068
20131012,18.8,23.6,13.1,0.3,3017
20131013,15.5,22.3,9.9,0,3017
20131014,15.8,23.8,9.3,0,3017
20131015,17.3,25.2,11,0,2883
20131016,14.4,19.6,10.5,5.8,2846
20131017,11.1,17,6.3,0,2812
20131018,11.1,18.3,5.3,0,2435
20131019,13,20.6,6.8,0,2349
20131020,14.3,20.5,8.6,0,2349
20131021,15.9,22.7,11,0.1,2349
20131022,14.9,21.2,10.1,0,2272
20131023,15.1,21,9.7,0.2,2233
20131024,15.4,21.8,10.6,0,2199
20131025,14.1,20.5,9.2,0,2303
20131026,10.9,17,6.4,0,2242
20131027,10,16.7,4.7,0,2242
20131028,10.1,18.3,3.9,0,2242
20131029,10.5,18.4,4.3,0,2250
20131030,12.2,19.6,5.4,0.3,2270
20131031,11.9,17.9,7.2,0,2286
20131101,12,19.8,6.6,0,2273
20131102,14,21.2,7.9,0,2288
20131103,14.1,18.4,10.2,2,2288
20131104,13.4,18.6,9.4,0.1,2288
20131105,12,17.9,7.6,0.3,2350
20131106,11.1,19.3,5.3,0,2303
20131107,12.3,17.3,7.5,0.9,2201
20131108,12.8,18.4,6.7,0.5,1976
20131109,9.3,16,3.6,0,1961
20131110,11.9,16.6,7.1,12.5,1961
20131111,9.3,15,4.2,0.6,1961
20131112,4.9,9.4,1.2,0,1870
20131113,4.6,10.6,-0.3,0,1870
20131114,4.7,12.3,-1.2,0,1870
20131115,6.5,11.5,0.6,0.5,1804
20131116,8.3,14.8,3.8,0.7,1796
20131117,7.2,14.7,1.4,0.5,1796
20131118,7.1,11.2,3,1.4,1796
20131119,3.2,6.5,0.7,1.4,1845
20131120,3.5,6.8,0.4,0.8,1858
20131121,3.4,7.9,-0.3,0.1,1887
20131122,3.8,9.6,-1.2,0,1935
20131123,5,11.3,-0.3,0,1935
20131124,6.1,13.1,0.6,0,1935
20131125,8.4,13.8,2.3,14,1935
20131126,7.5,12.7,3.3,12.6,1947
20131127,3.5,8,-0.8,0.3,2036
20131128,1.8,6.4,-2,6.7,1997
20131129,-1.3,2.2,-4.5,1.3,2111
20131130,1.1,5.9,-3.3,0.5,2164
20131201,3.9,10.8,-1.8,0,2164
20131202,4.5,10.8,-0.2,0,2164
20131203,4,9.5,-1.1,0,2200
20131204,5,11,0.4,0,2243
20131205,4.6,11.6,-0.2,0,2218
20131206,5.4,10.5,-0.1,0,2329
20131207,4.2,9.3,-0.2,0,2367
20131208,3.9,10.5,-1.3,0,2367
20131209,4.5,11.6,-1,0,2367
20131210,5.8,9.5,2.5,8.5,2394
20131211,3,6,0.4,1.2,2371
20131212,0.9,4,-1.7,2.2,2378
20131213,1,5.7,-4.8,3.1,2486
20131214,-2.4,2,-5.8,0.3,2447
20131215,-0.5,4.4,-6.2,0.3,2447
20131216,-1.2,3.8,-5.2,0,2447
20131217,-1.3,3.2,-6.1,0,2564
20131218,2,6.3,-2.5,1.7,2419
20131219,4.2,8.5,0.9,0.4,2409
20131220,-0.2,2.9,-3.3,1.2,2548
20131221,-0.9,2.4,-4.2,1.2,2541
20131222,-0.4,4.7,-4.3,0.1,2541
20131223,-0.8,4.9,-5.7,0,2541
20131224,0.3,5.4,-3.6,0,2578
20131225,-0.4,6.8,-5.5,0.1,2578
20131226,0.8,7.2,-5.4,0,2578
20131227,1.6,5.3,-1.5,0.3,2589
20131228,-2.4,0.8,-5.3,0,2562
20131229,-3.9,0.8,-8,0.1,2562
20131230,-1.7,3.2,-7.3,0.3,2562
20131231,2.8,7.6,-2.4,0,2514
20140101,4.1,9.1,-1.8,0,2514
20140102,4.8,9.2,-0.3,0,2514
20140103,2.6,9.1,-2.2,0,2515
20140104,2.6,10.1,-3.2,0,2515
20140105,1.5,6.9,-2.8,1.2,2515
20140106,0.7,6.6,-3.7,0.1,2515
20140107,0.2,7.6,-5.1,0,2530
20140108,1.9,7.8,-4.3,0,2490
20140109,2.1,5.3,-1.4,1.8,2429
20140110,-4.4,-0.6,-8.1,0,2412
20140111,-3.7,2,-9.6,0,2412
20140112,-0.8,4.4,-5.5,0,2412
20140113,-0.4,5.3,-5.1,0,2412
20140114,-3.9,1.5,-8.4,0,2375
20140115,-3.4,3.4,-9.3,0,2375
20140116,-2.3,4.3,-8.1,0,2375
20140117,-0.9,5.2,-6.6,0,2316
20140118,-0.1,5.9,-5,0,2316
20140119,-0.6,3.9,-4.6,0,2316
20140120,-1.7,4.6,-8.3,0,2316
20140121,1,5.5,-2.2,1.5,2276
20140122,-2.9,-0.1,-5.5,1.4,2303
20140123,-2.7,3.4,-8,0,2270
20140124,-1,7.1,-7.5,0,2254
20140125,4,10.7,-3.5,0,2231
20140126,6.2,10.6,1.4,1.9,2231
20140127,0.4,5.6,-4.1,0.2,2231
20140128,0.7,8.9,-7,0,2242
20140129,3,9.3,-3.1,0.1,2242
20140130,3,11.5,-6.4,0.7,2262
20140131,6.1,10.2,1.7,1.1,2262
20140201,3.1,10.8,-3.1,0,2262
20140202,7.5,13.4,1,6,2262
20140203,8.9,14.2,5.1,0.4,2262
20140204,1.8,7.3,-4.5,0,2250
20140205,-4.9,-0.7,-8.1,0,2250
20140206,-3.8,1.4,-8.1,0,2224
20140207,-0.5,4.5,-4.8,0.3,2233
20140208,2.6,6.7,-1.8,2.8,2232
20140209,2.2,4.6,0.4,3.2,2232
20140210,0.4,3.3,-1.3,3.2,2232
20140211,0.1,3.4,-2.6,2.2,2223
20140212,0.1,5.3,-4.2,0.6,2207
20140213,0.9,6.5,-3.3,0.4,2308
20140214,1.6,6,-2.7,2.1,2284
20140215,1.9,6,-1.6,0.2,2284
20140216,1.7,8.9,-4.1,0,2284
20140217,2.7,10.1,-3.9,0,2284
20140218,4.1,8.3,0.7,2.5,2292
20140219,2.4,5.6,-0.7,0.5,2251
20140220,1.6,6.7,-2.8,0.1,2254
20140221,1.5,7.5,-3.8,0,2218
20140222,1.1,7.9,-4.4,0,2215
20140223,1.8,9.2,-4.5,0,2215
20140224,2.9,10.4,-3.3,0,2215
20140225,4.2,12,-2.5,0,2231
20140226,5.6,13.6,-1.3,0,2188
20140227,6.2,11.5,1.2,4.1,2157
20140228,8.6,15.5,3.4,0.2,2131
20140301,7.1,11.8,3.1,0.1,2142
20140302,6.6,9.8,4,2.1,2142
20140303,5,10.5,0.4,0.6,2142
20140304,4.3,11.6,-2.4,0,2121
20140305,5.1,11.4,-1.1,0.2,2132
20140306,3.1,8,-0.7,0.7,2104
20140307,1.4,6.5,-4.1,0,2063
20140308,1.3,6.3,-3.8,0,2043
20140309,2.4,8.2,-3.2,0,2043
20140310,2.5,7.2,-1.5,1.3,2043
20140311,2,8.8,-4.4,0,2043
20140312,5,13.6,-3.6,0,2026
20140313,5.8,9.3,0.5,23,1973
20140314,4.2,7.6,1.4,8.8,1938
20140315,3.3,8.4,-0.9,0.3,1938
20140316,6.9,14.1,-1.4,0,1938
20140317,10.6,18,4.2,0,1938
20140318,12.4,20.1,3.8,1.3,1937
20140319,12.6,18.3,7.4,0.5,1890
20140320,9,12.6,5.8,0.1,1890
20140321,6.4,10.7,3,2.7,1918
20140322,5,10.4,0.5,0,1898
20140323,7.6,15.6,-1,0,1898
20140324,10.2,18.3,2.4,0,1898
20140325,11.2,18.1,2.2,0,1898
20140326,14.2,18.1,11.2,9.3,1888
20140327,13.8,19,9.5,8.9,1888
20140328,12.7,20.6,6.4,0,1893
20140329,15.7,24.1,7.6,0,1866
20140330,14.2,17.2,11.7,10.7,1866
20140331,12.7,18,8.2,3.8,1866
20140401,12,19.8,5.5,0,1907
20140402,13.2,21.8,5.3,0,1943
20140403,14.3,22.6,6.3,0,1968
20140404,10.7,18.1,5,4.9,1942
20140405,7,11.9,2.8,0.8,1942
20140406,6.2,12.3,1.2,0.6,1942
20140407,8,13.9,2.5,0,1942
20140408,11.6,19.2,3.9,0,1945
20140409,12.2,20.7,3.9,0,1936
20140410,12.9,20.9,4.9,0,1946
20140411,12.8,20.7,7,0,1965
20140412,12.3,17.8,7.8,0.1,1974
20140413,13.4,18.1,9.4,0.1,1974
20140414,13.5,19.3,8.5,2.4,1974
20140415,13.7,22.5,5,0,1996
20140416,16,23.6,7.5,0,2007
20140417,16.3,23,11,0,2052
20140418,13.4,20.5,7.7,12.5,2052
20140419,13.5,18.4,10.2,0.7,2018
20140420,12.5,16.3,9.1,0,2018
20140421,13.6,19.9,8.5,0,2018
20140422,15,21.9,8.3,0,1996
20140423,14.9,22,8.6,0,1997
20140424,15.4,24.2,6.7,0,1997
20140425,16.6,25.2,8.5,0,2060
20140426,17.1,25.8,8.4,0,2028
20140427,17.1,23.7,9.8,0,2028
20140428,15.6,18.8,13.3,12.1,2028
20140429,13.6,15.4,12.4,27.2,2016
20140430,14.2,17,12.1,23.2,2004
20140501,14.5,19.3,11.1,1.1,1998
20140502,16.3,23,10,0,1998
20140503,17.4,25.8,10.1,0.2,2022
20140504,14.4,20.9,9,0,2022
20140505,13.3,20.5,7.6,1.2,2022
20140506,11.6,17.2,6.3,0.1,2022
20140507,12.7,19.8,5.6,0,2022
20140508,15.3,22.7,6.2,0.3,2022
20140509,15.4,20.6,10.6,2.7,1998
20140510,15.5,23.4,8.3,0,2019
20140511,17.2,24.7,9.2,0,2019
20140512,17.3,23.2,11.1,18.5,2019
20140513,17.9,22.4,14.2,15.6,2011
20140514,20.1,27.4,12,0,2011
20140515,18.5,23.6,14.4,1.6,2011
20140516,18.6,24.5,14,0,2034
20140517,19,26.1,11.7,0,1708
20140518,18.7,25.9,12.1,0,1708
20140519,18.6,25.8,11.6,0,1708
20140520,19.4,26.8,11.8,0,1728
20140521,18.4,23,14.8,4.5,1759
20140522,18.4,24.7,13.2,0,1729
20140523,19.5,27,12.7,0,1701
20140524,19.2,24.1,15.4,0,1688
20140525,21.8,28.6,15.4,0,1688
20140526,20.5,25,17.6,7.7,1688
20140527,20.5,26,15.3,2.3,1689
20140528,22,29.5,13.5,0,1694
20140529,21.6,28.4,16,1.2,1702
20140530,22.8,31.1,15.5,0,1706
20140531,23.6,32.1,15.2,0,1738
20140601,24.3,32.4,16.3,0,1738
20140602,23.9,29.9,18.3,0,1738
20140603,20.9,24.2,18,5.9,1573
20140604,19.1,21.3,17.2,19.8,1571
20140605,21.1,25.3,18.3,3.1,1571
20140606,20.7,23.8,18.2,1.2,1607
20140607,21.4,27.4,16.5,0,1607
20140608,21,26.6,15.8,0.2,1607
20140609,20.6,25,17.9,0.7,1607
20140610,20.9,25.4,17.9,0.9,1594
20140611,21,25.4,18,4,1632
20140612,20.4,25.2,17.6,4.8,1647
20140613,19.4,24.3,16,7.2,1750
20140614,20.3,25.4,16.3,1,1762
20140615,22.1,28.2,16.7,0,1762
20140616,22.6,28.7,17,0,1762
20140617,23.3,29.6,17.4,0,1769
20140618,22,26.1,19.2,1.9,1791
20140619,22.5,28.3,17.9,0.3,1853
20140620,22.6,27.9,18,0.3,1915
20140621,22.2,26.7,18.3,1.4,1924
20140622,21.3,24.3,19.2,2.3,1924
20140623,21.9,26.5,18.4,5.9,1924
20140624,21.1,26,18.3,12.4,1917
20140625,21.8,27,18,2.5,1959
20140626,22.8,28.4,18,0,1993
20140627,23.7,29.3,19,0,2101
20140628,24,29.9,18.8,0,2112
20140629,24,29.3,19.9,0.8,2112
20140630,23.4,28.4,18.9,0,2112
20140701,23.7,29.5,19.4,1.7,2241
20140702,24.6,31.1,19.5,1.5,2249
20140703,23.1,27.5,20.1,7.7,2288
20140704,21.3,23.5,19.5,25.8,2314
20140705,23.6,28.7,20.2,0.9,2363
20140706,23.1,27.3,19.5,0.8,2363
20140707,21.5,24.1,19.5,8,2363
20140708,23.3,28,19,0.9,2388
20140709,25,29.1,21.5,4.2,2383
