date,avgTemp,maxTemp,minTemp,rainfall,cost
20140710,26.1,30.4,23.4,7.2,2382
20140711,26.9,32,23.2,0,2542
20140712,26.5,32.4,21.5,0,2554
20140713,24.7,29.2,20.8,0.9,2554
20140714,24,28.4,20.9,8,2554
20140715,25.6,31.1,21.3,0,2518
20140716,24.4,28.5,21.3,2,2569
20140717,25.2,29.9,21.5,2.4,2569
20140718,24.3,27.6,21.7,7.7,2585
20140719,24.6,29,21.8,18.6,2641
20140720,25.9,31,22.5,9.2,2641
20140721,26.6,31.9,22.7,0.1,2641
20140722,26.7,31.7,22.4,0,2716
20140723,26.6,30.6,23.3,2.1,2753
20140724,26.1,29.7,23.2,10.7,2807
20140725,26.5,31.2,23.1,11.7,2844
20140726,27.9,32.6,24.2,8.8,2938
20140727,25.6,29.5,21.6,1.8,2938
20140728,23.8,29.8,19.1,0.2,2938
20140729,23.5,28.7,18.8,3.3,3006
20140730,24.5,29.4,20.6,2.7,3123
20140731,27.4,33,22.3,0,3113
20140801,27.7,34.2,23.8,5.5,3306
20140802,27.7,32.5,23.4,2.4,3306
20140803,27,30.6,24,46,3306
20140804,25.2,27.2,23.7,35.2,3306
20140805,24.9,27,23.7,9.1,3373
20140806,26.9,31.5,23.8,1.2,3400
20140807,26,29.9,22.9,5.8,3431
20140808,23,26,21.2,17.6,3431
20140809,23.6,27.4,20.4,3.9,3413
20140810,24.5,28.4,20.8,1.9,3413
20140811,23.4,28,20.6,21.6,3413
20140812,23.5,28.7,19.3,0.4,3394
20140813,24.7,30.4,19.9,0,3356
20140814,23.1,26.7,20.7,2.5,3487
20140815,21,22.8,19.5,18.2,3456
20140816,23.4,27.8,20.3,3.6,3456
20140817,24.3,29.4,20.7,0.2,3456
20140818,22.7,25.9,20.4,19.6,3456
20140819,21.6,23.9,19.8,56.9,3417
20140820,22.9,26.1,21.1,12.2,3342
20140821,23.4,26.3,21.5,13.3,3331
20140822,23.8,27.4,21.5,37.7,3301
20140823,24.4,29.5,20.4,0.9,3295
20140824,24.5,29.8,20.6,0,3295
20140825,24.2,28.4,21.1,5.7,3295
20140826,23.4,25.8,21.9,40.1,3335
20140827,24.2,28.6,21.3,5.6,3354
20140828,22.6,26.1,19.8,1.8,3386
20140829,22.1,26.6,18.8,1.2,3374
20140830,22.1,27.2,18.4,4.1,3404
20140831,21.9,27.5,17.3,0,3404
20140901,21,26.2,16.8,0,3404
20140902,22.2,28.3,16.8,0.1,3686
20140903,21.4,25.4,18.1,7,3621
20140904,21.5,24.4,19,31.7,3871
20140905,22.8,28.1,18.6,0.4,3998
20140906,23,29.7,17.7,0,3998
20140907,22.6,28.8,18.7,0.6,3998
20140908,22.9,29.4,17.7,0,3998
20140909,23.2,29.4,18.8,0,3998
20140910,22.2,28.2,17.5,0,3998
20140911,21.1,27.6,16,0,3998
20140912,21.5,28.2,15.8,0,4176
20140913,20.9,25,17.5,0.3,4229
20140914,21.5,27.3,16.8,0.2,4229
20140915,20.8,26.9,15.4,0,4229
20140916,21.7,27.6,17.7,0.1,4094
20140917,21.3,27.1,16.4,0,4094
20140918,20,24.3,17.1,2.4,3942
20140919,19.5,24.9,15.3,0.1,3744
20140920,18.6,25.1,13.5,0,3515
20140921,19.1,26.6,12.7,0,3515
20140922,19.2,26.1,13.6,0.1,3515
20140923,20,27.4,13.4,0,3511
20140924,20.6,26.5,15.1,8.2,3395
20140925,19.2,21.7,17.1,61.6,3330
20140926,20.2,26.2,16,0.3,3374
20140927,19.9,25,16.1,0.4,3374
20140928,20.2,26.3,15.1,0.1,3374
20140929,20.9,26.8,16.3,0.1,3374
20140930,19.9,22.1,18,4.9,3247
20141001,18.6,23.2,15.6,1.1,3185
20141002,18.3,23.3,14.9,0,3095
20141003,18.6,23.5,14.5,2.3,3017
20141004,17.2,21.8,12.7,0.2,3017
20141005,16.5,22.4,11.3,0.3,3017
20141006,16.2,22.2,10.9,0,3017
20141007,15.3,21.8,9.9,0,2938
20141008,15,22.7,8.9,0,2900
20141009,15.4,23.2,9.2,0,2890
20141010,16.4,24.3,10.2,0,2890
20141011,18,25.6,10.5,0,2728
20141012,18.5,24.9,13.4,0,2728
20141013,17.8,22.5,12.6,0.9,2728
20141014,16.4,20.4,11.4,14,2709
20141015,12.9,19.6,7.9,0,2632
20141016,12.7,20.2,6.7,0,2600
20141017,12.9,19.7,7.5,1.4,2585
20141018,12,21,4.7,0,2507
20141019,13,22.5,5.7,0,2507
20141020,15.1,22.8,7.1,0,2507
20141021,16.6,18.6,14.2,18.4,2440
20141022,15.9,18.8,13.2,41.6,2425
20141023,13.2,16.8,9.7,13.7,2432
20141024,12.5,19.3,7.7,0,2438
20141025,13.8,21.5,8.3,0,2410
20141026,14.6,23.1,9.3,0,2410
20141027,15.5,22.6,8.9,0.1,2410
20141028,12.5,18.5,6.8,0,2280
20141029,10,19.2,3.4,0,2263
20141030,11.2,20,4.6,0,2234
20141031,12.8,19.9,6.2,0,2282
20141101,12.9,15.1,11.1,23.6,2279
20141102,15.1,18.3,12.5,1.9,2279
20141103,12.3,15.6,8.7,2,2279
20141104,8.8,14.2,3.6,0,2296
20141105,9.2,17.8,2.6,0,2289
20141106,10.3,18.6,3.4,0,2199
20141107,12.3,18.9,7.5,0.1,2119
20141108,10.3,16.2,5.5,2.4,2091
20141109,11.2,15.4,7.7,0.5,2091
20141110,10.8,16.6,5.3,0,2091
20141111,8.6,17.2,2.6,0,2038
20141112,9,16.2,2.3,0.4,2079
20141113,8.6,12.9,3.3,2.2,2052
20141114,2.8,6.4,-0.3,0.1,1820
20141115,5.2,11.3,-0.5,0.2,1791
20141116,5.6,11.9,0.2,0,1791
20141117,7.7,14,3.2,0.2,1791
20141118,7.1,12,2.9,0.5,1837
20141119,5.4,12,0.6,0,1829
20141120,4.8,13.1,-1.7,0,1832
20141121,6.2,14.8,-0.2,0,1868
20141122,8.1,16.2,1.4,0,1889
20141123,9.3,15.8,3.7,1,1889
20141124,8.9,13.9,4.1,0,1889
20141125,9.7,11.5,8.1,28.1,1867
20141126,10.2,13.3,7.4,1.7,1853
20141127,9.4,14.9,5.5,0.1,1894
20141128,8.5,15.9,3.6,0,1937
20141129,9.5,12.6,5.2,5.9,1937
20141130,10.3,15,6.6,0,1937
20141201,9.9,11.9,6.8,9.5,1937
20141202,2.7,10.7,-3.1,1.8,1937
20141203,-2.6,0.6,-5.1,0.7,1937
20141204,0.7,4.1,-4.4,2.3,1937
20141205,-0.4,3.1,-3.4,1.6,1850
20141206,-3.1,0.5,-5.9,1.3,1782
20141207,-2.3,1.9,-6.3,0.2,1782
20141208,-1.4,3.5,-5.1,0,1782
20141209,0.2,5.2,-3.8,1.9,1825
20141210,-0.9,5.8,-6.1,0,1839
20141211,3.3,7.8,-2.3,0.4,1845
20141212,2.5,6.1,-1.9,0.2,1862
20141213,-0.2,3.6,-3.4,1,1862
20141214,-2.3,0.8,-5.2,0.7,1862
20141215,-1.6,3.4,-6.9,0,1862
20141216,2,5.8,-2.6,2.2,1899
20141217,-1.1,4.2,-6,5,1880
20141218,-6,-3.2,-8.7,1.9,1886
20141219,-5.3,0.4,-10.1,0,1910
20141220,-2.1,3.1,-9.2,0.6,1924
20141221,0.8,5.1,-3.4,2,1924
20141222,-3.3,1.3,-7,0.7,1924
20141223,-2.5,2.7,-8,0.5,1973
20141224,0.1,5.9,-5.9,0,1973
20141225,3.4,9,-1.1,0.2,1973
20141226,-0.3,4.3,-3.9,0,1973
20141227,-2.1,4.1,-6.8,0,1958
20141228,-1.1,7.1,-6.7,0,1958
20141229,-0.1,5.1,-5.6,0,1958
20141230,2.7,8,-1.7,0,1968
20141231,3.5,9.9,-1.7,0,1938
20150101,0.1,4.7,-4.1,0.9,1938
20150102,-4.9,-1.9,-7.4,0.5,1938
20150103,-3.8,0.8,-7.6,0.3,1957
20150104,-2.3,4.3,-9.3,0,1957
20150105,2.4,9.8,-2.6,0,1957
20150106,3.8,10.1,-2.7,4.1,1957
20150107,1.8,7.1,-3.3,4.7,1980
20150108,-3,1.6,-6.5,0,1957
20150109,-2.5,3.3,-7.8,0,1959
20150110,-0.2,4.9,-5.1,0,1936
20150111,1,6.7,-4.2,0,1936
20150112,1,6,-3.3,0.1,1936
20150113,-1.7,4.8,-6.5,0,1936
20150114,0.4,7.9,-6.5,0,1928
20150115,2.7,5.9,-0.2,0.4,1913
20150116,3.1,9.1,-1.3,0.2,1907
20150117,1.5,5.3,-2.6,0.3,1896
20150118,-0.9,3.1,-4.6,0,1896
20150119,0,5.8,-6.8,1.3,1896
20150120,2.7,6.4,-1.3,0.4,1896
20150121,0.4,6.8,-5.3,0,1889
20150122,2.9,6.5,-0.6,3.1,1875
20150123,3.1,6.3,0.5,1.9,1910
20150124,1.4,6.8,-2.7,0,1910
20150125,2.6,8.8,-1.9,0,1910
20150126,3.7,7.8,-1.3,3.8,1910
20150127,5.6,9.1,2.7,1.7,1912
20150128,0.5,4.6,-3.7,0.3,1912
20150129,-2.1,3.5,-6,0.3,1912
20150130,0.3,3.7,-3.6,1.4,1911
20150131,0,3.6,-3.6,0.2,1894
20150201,-2.7,2.6,-6.9,0,1894
20150202,-1.9,5.5,-8,0,1894
20150203,-0.2,7.3,-5.5,0,1920
20150204,0.7,7.9,-5.1,0,1920
20150205,0.9,6.1,-3.4,0,1920
20150206,0.9,5.4,-2.9,0.3,1920
20150207,1.3,7.4,-3.6,0,1910
20150208,2.2,7.1,-2.6,0,1910
20150209,-4.8,2.5,-8.3,0,1910
20150210,-3.9,1.2,-10.7,0.1,1919
20150211,3,8.1,-2.2,0,1914
20150212,4,9.7,-1.2,0,1950
20150213,0.6,4.8,-3.2,0,1884
20150214,-0.7,5.2,-6.4,0,1881
20150215,2.2,9.2,-4.8,0,1881
20150216,6.1,11,-0.2,3.8,1881
20150217,5.1,6.8,3.8,10,1923
20150218,3.6,6.4,1.7,0.3,1952
20150219,2.3,4.8,0.6,0.1,1952
20150220,2.3,8.3,-2.1,0.2,1952
20150221,4.2,10.9,-3.2,0,1952
20150222,6.4,8.5,3.9,7.9,1952
20150223,6.3,11.3,1.7,1,1952
20150224,3.2,8.6,-0.2,0,2094
20150225,3.4,9.6,-0.9,0,2067
20150226,5.2,11.2,-0.4,0.1,2079
20150227,3.6,8.2,-1.1,0.2,2082
20150228,-0.3,4.1,-3.7,0,2115
20150301,2,6.8,-3.7,1.6,2115
20150302,3.2,7.1,0.5,0.9,2115
20150303,3.5,10.5,-3,0,2166
20150304,3.6,7.6,0.5,2.8,2174
20150305,0.2,4.3,-2.8,0,2202
20150306,0.5,6.8,-5.6,0,2216
20150307,3,10.5,-3.5,0,2216
20150308,4.3,12.2,-2.4,0,2216
20150309,6.4,14.6,-2.3,0,2216
20150310,4.5,11.3,-3.3,0.1,2258
20150311,-1.6,2.7,-5.4,0,2293
20150312,2.5,8.1,-3.3,0,2271
20150313,3.5,9.5,-2.9,0,2286
20150314,5.6,10.9,0.1,1.2,2308
20150315,4.8,11.7,-2,0,2308
20150316,6.4,15.2,-1.5,0,2308
20150317,9.3,19.1,0.7,0,2289
20150318,11.7,20.2,3,0,2280
20150319,9.6,12.3,7.8,31.8,2305
20150320,11.4,18.3,6.8,0.5,2310
20150321,12.1,19.6,7.1,0,2340
20150322,11.9,19.4,5.1,0,2340
20150323,9.7,16.8,3.8,0,2340
20150324,5.5,11.5,-0.3,0,2371
20150325,4.9,12.1,-1.6,0,2401
20150326,5.9,14.2,-2.4,0,2401
20150327,8.1,17,-0.8,0,2406
20150328,9.6,18.3,1.3,0,2415
20150329,11.1,19.3,1.5,0,2415
20150330,12,19.1,6.2,0,2415
20150331,13.1,21.3,4.7,0,2442
20150401,12.8,15.5,8.3,3.1,2480
20150402,11.7,15.9,9.2,1.9,2486
20150403,13.4,19.5,8.4,7.7,2509
20150404,12.9,18.8,9,9,2529
20150405,11.1,16.2,7.7,17.8,2529
20150406,10,11.7,8.4,3,2529
20150407,10.4,13.3,7.4,4.2,2546
20150408,7.5,10.8,5.1,0.9,2559
20150409,7.9,12.4,4.3,0.3,2568
20150410,9,15.1,3.4,0,2538
20150411,10.5,18.2,3.4,0,2538
20150412,11.4,19.5,3.5,0,2538
20150413,11.9,17.9,5.2,0.6,2538
20150414,10.4,13.2,8.1,7.5,2516
20150415,8.6,12.5,6.1,10.2,2565
20150416,12,18.8,5.9,1,2574
20150417,11.6,20.4,6,2.7,2617
20150418,11.4,19,3.6,0,2640
20150419,13.7,21.7,4.7,2.4,2640
20150420,14.2,17.2,11.3,14.2,2640
20150421,11.5,14.6,8.1,11,2697
20150422,12.8,20.9,5.7,0,2780
20150423,13.8,20.9,7.1,0,2795
20150424,14.4,22.3,5.9,0,2738
20150425,15.6,22.9,8.7,0,2719
20150426,15.7,24.2,6.7,0,2719
20150427,18.2,26.9,8.5,0,2719
20150428,18.7,26.6,11.2,0,2768
20150429,17.6,23.9,10.9,8.2,2779
20150430,15.8,18.2,14,23.2,2807
20150501,17.9,24,13.1,0.2,2715
20150502,19.2,26.3,12.8,0,2715
20150503,19.8,26.2,13.5,1.9,2715
20150504,17.6,20.2,15.8,12.9,2715
20150505,16.4,21.9,10.5,0,2712
20150506,14.2,21.9,5.9,0,2712
20150507,14.9,22.1,7.7,0,2913
20150508,16.3,24.1,8.7,0,2962
20150509,16.9,23.4,9.2,0,2972
20150510,17.7,24.1,12.9,0.2,2972
20150511,16.7,23.5,10.8,0,2972
20150512,16.8,21.9,11.7,23.8,2972
20150513,15.8,19.8,12.2,9,2855
20150514,19.6,25.7,12.5,0,2870
20150515,20.7,26.9,13.6,0,2870
20150516,19.1,23.9,15.3,1.3,2870
20150517,18,25.3,11.7,0,2870
20150518,18,26.1,9.8,0,2870
20150519,16.3,20.4,12.8,4,3034
20150520,17.9,24.2,12.8,0.7,3242
20150521,16.7,22.5,11.3,0,3342
20150522,18.7,26.5,10.1,0,3600
20150523,20.7,27.7,14,0,3653
20150524,20.2,27.3,14.1,0,3653
20150525,20.3,28.3,12.5,0,3653
20150526,20.2,28.3,12.2,0,3653
20150527,21.8,30.9,13.1,0,3639
20150528,21.4,30,12.8,0,3655
20150529,21.7,29.2,15.5,0,3697
20150530,22.5,29.6,14.6,0,3742
20150531,19.1,23,15.8,2.7,3742
20150601,20.4,27.7,14.5,0,3742
20150602,21.8,29,14.2,0,3562
20150603,21.7,27.2,17.2,0.4,3475
20150604,21.7,27.7,16.4,0,3438
20150605,21.6,29.3,12.9,0,3422
20150606,16.9,21.2,13.3,3.2,3411
20150607,19.1,26.1,12.3,0,3411
20150608,20.9,27.6,15,0,3411
20150609,20.2,24.7,15.8,1.3,3397
20150610,21.7,27.9,16.3,0,3421
20150611,23.7,31.2,16.5,0,3405
20150612,21.8,25.6,17.9,1.7,3490
20150613,23.2,29.6,18.1,0.7,3502
20150614,22.6,28.4,17.5,0.7,3502
20150615,21.8,27.3,17.4,5.1,3502
20150616,23,28.4,19.2,0,3508
20150617,22.6,28.5,19.2,1.1,3408
20150618,21.4,25.9,18.2,2.9,3384
20150619,22.5,27.8,18.1,0.8,3387
20150620,22.4,27.8,18.4,2.2,3359
20150621,19.4,22.3,17.4,12.2,3359
20150622,21.2,26.8,17,0.1,3359
20150623,22.3,28,17.3,0.2,3327
20150624,23.1,29,18.2,0.1,3303
20150625,22.5,27.2,19.2,3.4,3303
20150626,21.8,25.9,18.9,14.6,3214
20150627,20.9,23.8,18.8,32.4,3140
20150628,21.6,25.8,18.4,0.7,3140
20150629,22.1,27.2,17.9,0,3140
20150630,23.5,29.1,18.5,0.2,3126
20150701,21.4,25.5,19,11.5,3022
20150702,22.6,28.1,18.4,0.9,3015
20150703,22.4,28.2,17,0.2,2989
20150704,22.3,28,17.6,0.5,2983
20150705,21.2,26.7,15.8,0,2983
20150706,21.8,27.4,17,0.4,2983
20150707,22.2,27.2,17.9,0.2,2987
20150708,20.1,23.1,17.7,13.3,2998
20150709,21,23.6,18.4,23,2932
20150710,22.8,26.2,20.2,19.1,2937
20150711,25,30.3,20.6,0,2937
20150712,25.9,31.1,22,9.2,2937
20150713,24.2,26.1,22.8,44.8,2937
20150714,23.9,26.7,21.8,3.6,2998
20150715,25.4,30.8,21,0.1,2941
20150716,25,31.2,20.7,1,2921
20150717,22.9,27.1,19.4,0,2921
20150718,21.6,25.7,17.8,0.3,2904
20150719,23,27.1,20.1,0.1,2904
20150720,24,28.6,20.2,1.5,2904
20150721,24.3,27.6,21.9,2.7,2895
20150722,24.6,28.3,22.1,4.1,2867
20150723,25.7,29.9,23,2.8,2837
20150724,25.9,29.4,23.6,13,2861
20150725,25.6,27.6,24.1,17.4,2812
20150726,26.5,29.6,24,8.8,2812
20150727,27,32.4,22.4,3.8,2812
20150728,26.6,30.4,23.5,1.8,2821
20150729,27.4,32,24.1,0.6,2798
20150730,27.3,31.1,24.3,7.1,2785
20150731,28.7,33.7,24.7,0,2720
20150801,28.3,33.6,24.5,0.2,2720
20150802,27.6,32.9,23.8,1,2720
20150803,27,31.5,23.5,5.1,2720
20150804,28.1,33.1,24.2,0,2723
20150805,28,33.3,23.3,0,2708
20150806,28,33.7,23.6,0,2715
20150807,28.4,34.3,23.4,0,2736
20150808,28.5,34.8,23.4,2.2,2712
20150809,27.1,33.8,23.6,6.8,2712
20150810,26.8,32.3,22.7,0,2712
20150811,26.4,31.5,22.7,0,2779
20150812,25.1,29.2,21.3,6.7,2778
20150813,23.8,27.9,20.4,5.1,2829
20150814,24.8,30.5,21,6.9,2750
20150815,25.1,30.8,20.8,1.1,2750
20150816,25.9,31.6,21.2,0,2750
20150817,24.8,29.7,21.4,6.9,2750
20150818,25.1,30.9,20.5,1,2673
20150819,25.2,30,21.3,0,2728
20150820,25,29,21.4,0,2814
20150821,24.1,27.3,22,5,2882
20150822,23.6,28.3,21.1,26.6,2838
20150823,24.3,28.6,21.1,0.3,2838
20150824,24.9,29.8,21.4,0.1,2838
20150825,24.7,27.9,22.1,3.1,2881
20150826,21.5,24,19.7,26.8,2892
20150827,22.2,26.9,18.7,0.4,2901
20150828,23.2,28.7,18.3,1.4,2836
20150829,23,28.7,18.8,2.5,2817
20150830,22.9,28.7,18.8,0,2817
20150831,23.2,29.1,18.3,0.4,2817
20150901,23.9,29.1,19.3,1.8,2908
20150902,23.6,27.9,20.8,5,2887
20150903,22.8,27.4,20,9.6,2881
20150904,22.9,28.1,19.2,1.8,2865
20150905,23.3,29,18.8,0,2857
20150906,21.7,25.6,19.4,9.4,2857
20150907,20.9,24.6,18,6.6,2857
20150908,20.7,26.4,15.9,0.1,2888
20150909,20,26.2,14.3,0,2870
20150910,20.3,27.1,13.6,0,2846
20150911,20.6,27.3,14.2,0,2765
20150912,21,26.6,15.7,1.5,2795
20150913,18.8,22.1,15.5,3.8,2795
20150914,18.6,25.1,13.5,0,2795
20150915,19.1,26.4,12.8,0,2810
20150916,19.3,25.7,13.3,0,2760
20150917,18.9,24.1,13.2,1.6,2733
20150918,19.3,24.2,15.2,4.4,2699
20150919,20.1,26.3,14.6,0,2706
20150920,20.1,26.7,15.2,0,2706
20150921,20.1,26.6,14.8,0,2706
20150922,20.6,27.9,15.1,0,2740
20150923,20.6,28,14.8,0,2687
20150924,19,22.5,15.6,8.4,2703
20150925,20.7,25.7,16.5,1.2,2691
20150926,20.6,26.3,16.3,0,2697
20150927,20.1,26.5,15.4,0,2697
20150928,19.7,27.6,13.7,0,2697
20150929,20.5,28.6,13.1,0,2697
20150930,20.7,27,14.4,0,2697
20151001,19.3,23.1,16.7,1.7,2783
20151002,18.1,22.6,14.5,37.4,2770
20151003,15.9,21.9,8.9,0,2748
20151004,18.2,24.9,11.9,0,2748
20151005,16.5,23.6,11,0,2748
20151006,16.7,24.4,11,0,2788
20151007,16.8,25.4,10.1,0,2732
20151008,17.2,24.8,10.8,0,2717
20151009,17.5,24.4,12.5,0.1,2732
20151010,16,21.4,10.2,0.4,2732
20151011,13.7,20.7,7.6,4.8,2732
20151012,12.7,17,8.6,2.2,2732
20151013,13.4,18.5,9.4,0.5,2727
20151014,14.4,21.8,7.5,0,2675
20151015,15.5,23.3,9.5,0,2640
20151016,15.7,23.8,9.9,0,2617
20151017,15.8,23.5,10.4,0,2596
20151018,16.1,24.8,10.2,0,2596
20151019,16.2,25.2,9.6,0,2596
20151020,16.4,23.5,10.7,0.1,2592
20151021,16.8,24.1,11.5,0,2569
20151022,16.9,23.9,11.8,0.2,2501
20151023,16.3,21.6,12.3,0.3,2453
20151024,16.3,22,12.3,0,2398
20151025,16.2,22.3,11.3,1.2,2398
20151026,14.7,21,9.6,0,2398
20151027,14.4,19.8,9.1,0.4,2370
20151028,13.4,17.8,9.7,16.3,2340
20151029,11.4,17.2,5.9,0,2328
20151030,10.5,16.3,5.4,0.4,2356
20151031,8,12.8,3.6,0,2326
20151101,6.3,13.2,0.7,0,2326
20151102,6.7,11.2,0.9,0.1,2326
20151103,10.1,16.4,4.6,0.2,2317
20151104,10.8,19,4.9,0,2297
20151105,10.9,20,3.8,0,2310
20151106,12.9,20.7,7.1,0,2221
20151107,13.5,19.2,8,2.6,2210
20151108,13.2,14.5,11.7,28,2210
20151109,13.7,15.1,12.5,13.8,2210
20151110,12.7,15.5,10.8,3.2,2200
20151111,11.1,15.3,7.6,0.2,2207
20151112,11.5,17.1,6.8,2,2174
20151113,13.7,18.1,9.1,0.6,1919
20151114,12.1,13.9,10.9,24.4,1875
20151115,13.8,16.2,12,5,1875
20151116,13.5,18.3,9.6,0,1875
20151117,12.6,15.8,8.9,10.7,1949
20151118,14.3,17.1,12.3,0.5,1991
20151119,11.6,14.2,9.4,7.9,2042
20151120,10.2,12.1,8.6,0.9,2020
20151121,11,15.9,7.6,0.1,2020
20151122,9.6,13.5,5.9,0.1,2020
20151123,11.3,15.5,7.3,4.6,2020
20151124,10.9,12.7,9.2,6.6,2058
20151125,8.5,11.2,6,2.8,2164
20151126,5.6,7.6,3.8,9,2174
20151127,0.9,4.5,-1.1,3.3,2134
20151128,1.1,4,-1.9,0.6,2213
20151129,3.2,7.2,0.1,0,2213
20151130,5.2,9.6,1.6,0.8,2213
20151201,6.4,11.6,1.5,0.2,2232
20151202,4.7,12.1,-0.9,0,2211
20151203,7.3,11.3,2.9,5.7,2183
20151204,3,6.5,-0.3,3,2240
20151205,2.8,5.7,-0.6,0.5,2240
20151206,5.5,8.7,2.1,0,2240
20151207,3.2,8.3,-0.7,0,2240
20151208,3.5,9.9,-2.5,0,2221
20151209,4.6,11.1,0,0,2221
20151210,6.2,13.2,-0.4,0,2221
20151211,8.7,10.6,6.6,14.1,2247
20151212,7.6,10.9,3.8,3.7,2202
20151213,5.5,10.8,1.1,0,2202
20151214,6.5,12.5,2.6,0,2202
20151215,6.9,8.7,4.2,3.9,2175
20151216,7.2,9.9,4.7,0.5,2178
20151217,1.7,5.5,-1.6,2.4,2157
20151218,-2,1.4,-4.8,0.3,2129
20151219,-0.5,4.7,-6,0,2148
20151220,1.4,8.4,-3,0,2148
20151221,2.1,6,-2.5,0.8,2148
20151222,4.3,9.3,0.5,1.5,2123
20151223,4.1,9.6,-1.1,0.1,2125
20151224,6.3,9,3.8,1.9,2127
20151225,4.2,8.7,0.8,0,2147
20151226,1.4,5.8,-2.6,0,2147
20151227,3.8,9.8,-2.1,0.2,2147
20151228,-0.8,3.7,-4.6,0,2147
20151229,-2.4,2.2,-6.4,0,2160
20151230,-1.4,4.8,-6.7,0,2202
20151231,0.9,7.4,-5.2,1.1,2202
20160101,2,6.3,-1.7,0.3,2183
20160102,1.7,7.3,-3.9,0,2183
20160103,5.1,11.5,0.3,0,2183
20160104,5.9,12.9,1,0,2183
20160105,5.3,10.1,0.1,0,2215
20160106,0.6,4.4,-2.4,0.5,2266
20160107,0.7,5.4,-4.2,0,2269
20160108,0.4,4.3,-2.6,0,2271
20160109,-0.5,3.9,-3.8,0,2242
20160110,0.7,5.5,-3.8,0,2242
20160111,1.7,6.7,-2.8,0,2242
20160112,-0.7,4.3,-4.4,0,2307
20160113,-2.1,3.7,-7.1,0,2307
20160114,-1.2,2.3,-4.9,0.8,2318
20160115,-1.1,3.3,-5.5,0.1,2280
20160116,-0.2,6.2,-5.3,0.1,2280
20160117,0.8,7.3,-4,0,2280
20160118,2.1,5.6,-1.3,3.3,2280
20160119,-2,3.1,-7.3,0.9,2299
20160120,-7.5,-4.6,-9.7,0.8,2313
20160121,-6.9,-2.3,-10.9,0,2354
20160122,-4.7,0,-8.4,0,2440
20160123,-4.2,0.7,-9.3,0,2448
20160124,-7,-3.5,-11.3,1.2,2448
20160125,-10.8,-7.4,-14.2,1.5,2448
20160126,-6.6,-1.3,-12.4,0.3,2476
20160127,-1.7,3.5,-7,0.1,2598
20160128,0.2,6.1,-4.8,0,2715
20160129,0.3,3.6,-4.6,6.7,2730
20160130,2.3,4.4,0.3,8.2,2777
20160131,2.2,6.4,-1.2,0.6,2777
20160201,-0.5,2.9,-3.2,0,2777
20160202,-2.9,1.7,-6.2,0,2881
20160203,-3.4,2.7,-8.6,0,2908
20160204,-1.8,4.9,-8.3,0,2914
20160205,0.4,5.9,-4.8,0,2966
20160206,-0.2,5.4,-5,0,3026
20160207,-1.4,3.3,-5.6,0.5,3026
20160208,-1.8,5,-8,0,3026
20160209,1.7,7.4,-5.7,0.2,3026
20160210,2.6,7.5,-2.2,0,3026
20160211,2.2,10.8,-4.9,0,3026
20160212,6.8,13.7,-1.2,0.2,3003
20160213,9.7,12,6.9,20.7,3003
20160214,11.7,16.2,7.1,11.4,3003
20160215,1.1,9.5,-3,0.8,3003
20160216,-3.1,0.1,-6,0.2,3033
20160217,-0.1,4,-4.4,0.5,3047
20160218,1.2,6.5,-4.1,0,3078
20160219,3.6,9.7,-2.9,0.1,3124
20160220,4.5,8.9,-0.2,0,3124
20160221,3.5,8.7,-0.6,0,3124
20160222,1,6,-3.6,0,3124
20160223,2.7,6.5,-1.5,0,3160
20160224,3.3,8.5,-1.3,0.2,3160
20160225,-1,3.4,-4.7,0.6,3145
20160226,0.3,6,-5.9,0,3147
20160227,2.8,7.3,-2.3,0.8,3147
20160228,5.2,10.6,1.2,1.4,3147
20160229,4,10.5,-0.5,5.8,3147
20160301,-1.8,1.3,-4.8,0.3,3169
20160302,-1.4,4.3,-7.3,0,3169
20160303,3.2,10.4,-3.8,0,3530
20160304,7.2,15.2,-0.1,0,3672
20160305,9.4,13.7,4.6,9.7,3711
20160306,11.8,15.5,8.2,27.9,3711
20160307,10.3,15.6,5.3,2.5,3711
20160308,8.9,14.9,3.4,0,3741
20160309,5.9,9.3,2.4,2.8,3806
20160310,3.1,8.2,0.3,2,3878
20160311,1.3,5.7,-1.9,0.1,3930
20160312,0.7,5.8,-3.9,0,3924
20160313,2.5,8.7,-4.2,0,3924
20160314,4.3,8.4,1,0.2,3924
20160315,4.2,10,-0.5,0,3808
20160316,5.6,13.3,-2.5,0,3821
20160317,8.8,16.4,3,0,3821
20160318,10.2,18.3,0.9,0.1,3803
20160319,11.2,15.4,7.9,9.3,3851
20160320,10.4,16.8,5.2,0,3851
20160321,8.2,13.8,3.3,0,3851
20160322,8.6,15.6,2.3,0,3985
20160323,9.3,16.9,2,0,3905
20160324,8.1,13.6,4.1,0.5,3995
20160325,6.4,12,1.2,0.2,4063
20160326,5.8,11.1,1.4,0.2,4030
20160327,5.7,12.1,0.2,0.5,4030
20160328,7,14.1,0,0,4030
20160329,9.3,17.5,0.7,0,4059
20160330,11.9,18,4.8,0.1,4103
20160331,12.7,20.3,6.4,0,4088
20160401,12.4,20.7,4.8,0,4196
20160402,13.2,22.8,4.3,0,4117
20160403,13.9,21.5,5.7,0,4117
20160404,11.7,15.2,8.9,9.5,4117
20160405,11.2,15.6,7.6,1.8,4231
20160406,12,19.6,5.1,0,4228
